Observation Name, Region, Functional, Variable, Time, Value
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 4.6491900000000000e+05, 1.2314628264722989e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 5.8201300000000000e+05, 1.2300208735212160e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 7.2838000000000000e+05, 1.2284240931928458e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 9.1133900000000000e+05, 1.2267161514556108e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 1.1400380000000000e+06, 1.2249575944779173e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 1.4259120000000000e+06, 1.2232228142421036e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 1.7832540000000000e+06, 1.2215928048884163e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 2.2299310000000000e+06, 1.2201433208885007e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 2.7882780000000000e+06, 1.2189304910113611e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 3.4862120000000000e+06, 1.2179787397563816e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 4.3586290000000000e+06, 1.2172773221037860e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 5.4491500000000000e+06, 1.2167908248774791e+06
output01, Obs_r20, Observation Data: Point, Aqueous pressure, 6.8123020000000000e+06, 1.2164862990824562e+06
