# Time          1.5000E+00
# Units: Mol/m^3 porous medium
    Distance      H+             HPO4--         Al+++          SiO2(aq)       UO2++          Bogusite(aq) 
   8.150000E+01  -2.451545E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155497E-10   0.000000E+00
   8.250000E+01  -2.453162E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155445E-10   0.000000E+00
   8.350000E+01  -2.454994E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155397E-10   0.000000E+00
   8.450000E+01  -2.457056E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155348E-10   0.000000E+00
   8.550000E+01  -2.459373E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155301E-10   0.000000E+00
   8.650000E+01  -2.461981E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155260E-10   0.000000E+00
   8.750000E+01  -2.464911E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155226E-10   0.000000E+00
   8.850000E+01  -2.468188E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155199E-10   0.000000E+00
   8.950000E+01  -2.471837E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155176E-10   0.000000E+00
   9.050000E+01  -2.475884E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155155E-10   0.000000E+00
   9.150000E+01  -2.480359E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155136E-10   0.000000E+00
   9.250000E+01  -2.485305E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155123E-10   0.000000E+00
   9.350000E+01  -2.490753E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155116E-10   0.000000E+00
   9.450000E+01  -2.496737E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155114E-10   0.000000E+00
   9.550000E+01  -2.503283E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155112E-10   0.000000E+00
   9.650000E+01  -2.510436E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155115E-10   0.000000E+00
   9.750000E+01  -2.518247E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155128E-10   0.000000E+00
   9.850000E+01  -2.526756E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155154E-10   0.000000E+00
   9.950000E+01  -2.535999E-11   0.000000E+00   0.000000E+00   0.000000E+00   1.155191E-10   0.000000E+00
